,date,favorite_count,followers_count,friends_count,full_text,retweet_count,screen_name,tweet_id,user_id,user_mentions,tweet_polarity,Polarity,Subjectivity
11,2019-06-04 23:05:21,0,175,248,may water definitely nice,0,thedevilspeaks,1136046307527647232,112178017,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
12,2019-06-04 23:04:41,0,43,195,may water definitely nice,0,uddinehtesham3,1136046143308066816,3062400884,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
13,2019-06-04 23:04:15,0,73,171,hats-off org A bold futuristic move None company guts actually bring …,0,SumitSh57738514,1136046034348576768,854862379611377664,"['IndiaMRARaja', 'ZomatoIN']","Sentiment(polarity=0.16666666666666666, subjectivity=0.3833333333333333)",0.16666666666666666,0.3833333333333333
14,2019-06-04 23:02:02,0,164,183,Yum yum,0,amitkacker,1136045474228580352,70935632,"['saunakghosh', 'ZomatoIN']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
15,2019-06-04 23:00:58,0,52,82,Dear Zomato Y r u depending customer suppy water delivery agent instead u amp service providers arrange small amount cash hydrate labour summer Do n't teach lessons follow,0,NadimAhmad777,1136045204715257857,275130437,['ZomatoIN'],"Sentiment(polarity=-0.25, subjectivity=0.4)",-0.25,0.4
16,2019-06-04 22:58:37,0,28,142,I assume order coming in.. gon na sleep ... definitely ordering breakfast zomato ...,0,sreenooz,1136044614568337408,893512309,['zomatocare'],"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5
17,2019-06-04 22:57:35,0,85,173,may water definitely nice,0,Ansari_Naveed15,1136044355666567168,3938804115,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
18,2019-06-04 22:57:32,0,5,57,I send complete chat support Its even worse..,0,saurabh26sept,1136044341032435712,734973218172370944,['zomatocare'],"Sentiment(polarity=-0.15000000000000002, subjectivity=0.5)",-0.15000000000000002,0.5
19,2019-06-04 22:55:41,0,5,57,,0,saurabh26sept,1136043876483981313,734973218172370944,"['zomatocare', 'ZomatoIN']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
20,2019-06-04 22:54:32,0,2143,280,may water definitely nice,0,RachanaVaidya,1136043585667645440,334922248,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
21,2019-06-04 22:52:55,0,6,16,Confirmation pending half hour No reply chat support well Help out…,0,nigam_maneesh,1136043181383049217,984702831918645249,"['GauravK65901546', 'zomatocare', 'Zomato', 'ZomatoIN']","Sentiment(polarity=-0.16666666666666666, subjectivity=0.16666666666666666)",-0.16666666666666666,0.16666666666666666
22,2019-06-04 22:52:18,0,6,16,My order rejected mins information Atleast reply chat support Felt Helpless …,0,nigam_maneesh,1136043024977342464,984702831918645249,"['GauravK65901546', 'ZomatoIN']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
23,2019-06-04 22:49:20,0,5,57,This best quality food delivered higenic packing And see got filed complaint Rs walet still promised delivered Pathetic service,0,saurabh26sept,1136042279737520128,734973218172370944,"['ZomatoIN', 'ZomatoIN']","Sentiment(polarity=-0.10000000000000002, subjectivity=0.5)",-0.10000000000000002,0.5
24,2019-06-04 22:41:36,0,233,1273,,0,ahmed_shetta,1136040330615250944,49284000,['zomatocare'],"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
25,2019-06-04 22:41:35,0,4,54,Thank immediate response,0,sooraj_sing,1136040326475333632,1011823104,['zomatocare'],"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
26,2019-06-04 22:41:14,0,7,103,,0,vishalthakral1,1136040239015706625,2901413257,"['zomatocare', 'ZomatoIN']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
27,2019-06-04 22:39:25,0,3822,441,may water definitely nice,0,Owlgasm_,1136039782457466883,395246185,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
28,2019-06-04 22:37:25,0,0,27,Now I check says order delivered Where ’ delivered check this.I slept hungry night going harm this.Your delivery guy number ’ get connect Your chat support reply back also Bloody ’ update,0,AmanGup24866338,1136039280420184064,1094130012633137152,['zomatocare'],"Sentiment(polarity=-0.4, subjectivity=0.45)",-0.4,0.45
29,2019-06-04 22:36:15,0,2,0,Your chat executive gall reply way customer,0,Nikhil13178286,1136038985661214721,981156968810205184,['zomatocare'],"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
30,2019-06-04 22:35:30,0,2,0,,0,Nikhil13178286,1136038797697622016,981156968810205184,['zomatocare'],"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
31,2019-06-04 22:34:48,0,27,275,may water definitely nice,0,kapi1an_n3m0,1136038619540381697,3716585834,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
32,2019-06-04 22:34:13,0,51,105,Still update,0,_ThePandaGirl,1136038473805119488,4654241959,"['zomatocare', 'ConsumerCourt_', 'Zomato', 'zomatocare', 'ZomatoIN']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
33,2019-06-04 22:29:28,0,840,235,may water definitely nice,0,NathaniPuja,1136037278596210688,2826930103,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
34,2019-06-04 22:27:35,0,52,199,Which city 🤔,0,imdeepanshu_g,1136036804333690880,635429716,"['thisisashu1', 'ZomatoIN']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
35,2019-06-04 22:26:44,0,131,502,may water definitely nice,0,upwan111,1136036590952833025,365353806,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
36,2019-06-04 22:23:50,0,80,294,may water definitely nice,0,a_geekester,1136035859336065024,837036396691001345,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
37,2019-06-04 22:20:56,0,0,4,Order Wastage money Food bad Stinking terribly cooked Disappointed Kindly refund full amount,0,Amar85735872,1136035132689661952,1007205347201671168,[],"Sentiment(polarity=-0.29999999999999993, subjectivity=0.7733333333333332)",-0.29999999999999993,0.7733333333333332
38,2019-06-04 22:20:19,0,57,626,I Always Brings beautiful smile face Trust makes ur day Every1 must try,0,princeeazeem,1136034976070193152,708095012,['ZomatoIN'],"Sentiment(polarity=0.575, subjectivity=0.55)",0.575,0.55
39,2019-06-04 22:19:43,0,265,295,may water definitely nice,0,bremsstrahlunng,1136034826006306817,45506800,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
40,2019-06-04 22:15:47,0,28,137,may water definitely nice,0,tanujgupta420,1136033836293283840,815488149455454208,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
41,2019-06-04 22:10:28,0,3456,553,may water definitely nice,0,cliffordsouza,1136032499081986048,60036231,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
42,2019-06-04 22:05:29,0,0,0,By time reach I waiting solution since long I want get resolved soon possible Please let know,0,ayush29212607,1136031243693223936,1135919564066131969,['zomatocare'],"Sentiment(polarity=-0.025, subjectivity=0.7)",-0.025,0.7
43,2019-06-04 22:02:04,0,50,146,may water definitely nice,0,Kairvi1214,1136030381994459137,743690821648547840,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
44,2019-06-04 21:59:56,0,268,1632,may water definitely nice,0,BohemianQuest,1136029848512499712,51984301,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
45,2019-06-04 21:56:53,0,338,45,Order number I ordered time today worst eerience ever Not appreciated,0,Iam_AyushPathak,1136029078866341889,929392309,['zomatocare'],"Sentiment(polarity=-0.55, subjectivity=0.55)",-0.55,0.55
46,2019-06-04 21:55:05,0,910,2489,Hey delivery boys n't follow traffic rules attempt deliv…,0,ssrajpurohit,1136028624547565568,104150880,"['theskindoctor13', 'ZomatoIN', 'swiggy_in', 'UberEats_IND']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
47,2019-06-04 21:47:21,1,11067,889,Texting Kal morning fix omg,0,DumbbellsnDrama,1136026679548239872,54627767,"['cinemawaali', 'ZomatoIN']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
48,2019-06-04 21:40:44,0,53,438,may water definitely nice,0,sai7ram,1136025016586317826,866716395467231232,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
49,2019-06-04 21:39:14,0,364,767,may water definitely nice,0,neellegend,1136024638260203521,90633233,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
50,2019-06-04 21:36:23,0,613,90,may water definitely nice,0,headfullofwine,1136023920505737216,802540843789742081,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
51,2019-06-04 21:33:28,0,112,497,Superb As father I really appreciate dis commendable exceptional extraordinary step fathers This Father 's Day 16…,0,Ashutos36862142,1136023184497684480,1023197767265603584,['Anthonydesusa'],"Sentiment(polarity=0.55, subjectivity=0.8)",0.55,0.8
52,2019-06-04 21:30:43,0,11,242,Superrrrrrrr,0,GuruprasadKul15,1136022495226556416,925051836746276864,['ZomatoIN'],"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
53,2019-06-04 21:26:53,0,32,135,Any Comment,0,fca_aayush,1136021529710305280,715191869429256193,"['aniruddh147', 'Zomato', 'ZomatoIN', 'zomatocare', 'deepigoyal']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
54,2019-06-04 21:24:38,0,4,54,Order Bikanervala Placed st :31 PM,0,sooraj_sing,1136020961759834112,1011823104,['zomatocare'],"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
55,2019-06-04 21:23:40,0,1113,880,Sure thing How provide delivery boys benefits n't work death,0,prilozatweets,1136020720985600000,578802659,['ZomatoIN'],"Sentiment(polarity=0.5, subjectivity=0.8888888888888888)",0.5,0.8888888888888888
56,2019-06-04 21:21:19,0,43,768,may water definitely nice,0,adnanjunaid1,1136020128636661760,322595793,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
57,2019-06-04 21:20:21,0,443,293,may water definitely nice,0,AmritrajP,1136019885476024320,15340813,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
58,2019-06-04 21:19:03,0,31,121,may water definitely nice,0,Wajahat_mughalS,1136019559503126529,2474259506,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
59,2019-06-04 21:17:37,1,35,72,zomato take order complete Horrible horrible service Asking walk almost km delivery boy :45 Wtf Horrible horrible service Horrible horrible delivery support,0,AnubhavBajpeye5,1136019195240624128,1081819809740935168,"['ZomatoIN', 'SwiggyCares']","Sentiment(polarity=-0.8, subjectivity=0.925)",-0.8,0.925
60,2019-06-04 21:15:30,0,35,381,may water definitely nice,0,ankurgandhi12,1136018663180341254,2414129195,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
61,2019-06-04 21:14:29,0,14,81,When update Because I want refund plus ’ take strict action hotel ...,0,the_vaibhvv,1136018410028949504,764096302514831360,['zomatocare'],"Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1
62,2019-06-04 21:13:32,0,503,508,may water definitely nice,0,mridsmittal,1136018169456279552,50301547,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
63,2019-06-04 21:13:09,0,19,35,Oh well Your CC executives beleive refund ruin life career Is impact employees Don ’ refund let poor guys/girls keep jobs You ’ got work,0,mantajahuja,1136018074081980421,2464330160,[],"Sentiment(polarity=-0.4, subjectivity=0.6)",-0.4,0.6
64,2019-06-04 21:12:57,0,67,187,may water definitely nice,0,iam_mkp,1136018022135676928,181192397,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
65,2019-06-04 21:09:14,1,33,774,Congratulations becoming among first movers corporate India -week paternity leave policy male staff members,0,_emayush,1136017086277271552,1084336604620046338,"['ZomatoIN', 'deepigoyal']","Sentiment(polarity=0.175, subjectivity=0.32083333333333336)",0.175,0.32083333333333336
66,2019-06-04 21:09:09,0,341,92,Nice Also start paying delivery guys something decent delivery guy need munch someone else 's ordered food,0,jatinbansal,1136017068329963520,21073570,['ZomatoIN'],"Sentiment(polarity=0.3833333333333333, subjectivity=0.8333333333333333)",0.3833333333333333,0.8333333333333333
67,2019-06-04 21:02:34,0,878,878,I feel brother others like,0,MovTVsMusAddict,1136015409059061760,854051606073036800,"['cmpasenthil', 'prabhu_sr', 'swiggy_in', 'ZomatoIN', 'Zomato', 'Uber', 'UberEats_IND', 'UberEats']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
68,2019-06-04 21:01:36,0,878,878,I id…,0,MovTVsMusAddict,1136015165713862656,854051606073036800,"['cmpasenthil', 'prabhu_sr', 'swiggy_in', 'ZomatoIN', 'Zomato', 'Uber', 'UberEats_IND', 'UberEats', 'ola_supports', 'Olacabs', 'CCTPolice_Alert']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
69,2019-06-04 21:01:04,0,4,54,I placed order st applied cash back offer however I received yet No one responding chat customer care help What kind services provided ZOMATO disappointed,0,sooraj_sing,1136015032209350656,1011823104,"['ZomatoIN', 'Zomato', 'zomatocare']","Sentiment(polarity=-0.05000000000000001, subjectivity=0.5499999999999999)",-0.05000000000000001,0.5499999999999999
70,2019-06-04 21:01:01,0,878,878,Take care employees behind employee o…,0,MovTVsMusAddict,1136015021446639616,854051606073036800,"['cmpasenthil', 'prabhu_sr', 'swiggy_in', 'ZomatoIN', 'Zomato', 'Uber', 'UberEats_IND', 'UberEats']","Sentiment(polarity=-0.4, subjectivity=0.7)",-0.4,0.7
71,2019-06-04 20:59:55,0,111,653,may water definitely nice,0,SudiptoD30,1136014742475149312,110647978,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
72,2019-06-04 20:59:54,0,531,472,Beer food,0,_funtoosh_,1136014737366347776,111240347,"['DumbbellsnDrama', 'Sriamb', 'ZomatoIN']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
73,2019-06-04 20:58:52,0,359,1514,may water definitely nice,0,oldengold,1136014477235822592,219345004,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
74,2019-06-04 20:58:06,0,396,1726,may water definitely nice,0,ap_mancunian,1136014284373159936,61983358,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
75,2019-06-04 20:53:31,0,31,49,I idea I know I 've observed far often recent times These delivery boys drive carelessly troubling everyone around,0,atharva_ameria,1136013132147699712,959851489274531840,"['shovenhari', 'ZomatoIN', 'swiggy_in', 'UberEats']","Sentiment(polarity=-0.13333333333333333, subjectivity=0.7166666666666667)",-0.13333333333333333,0.7166666666666667
76,2019-06-04 20:53:02,0,14,156,The details CEO twitter,0,VishalPatil8680,1136013009279578112,788747357777125377,['zomatocare'],"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
77,2019-06-04 20:52:46,0,115,1330,may water definitely nice,0,strugglinjourno,1136012943437381632,2177653962,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
78,2019-06-04 20:52:26,0,14,156,Hi Vishal That 's really sad know Please share order number get checked fro…,0,VishalPatil8680,1136012861480636417,788747357777125377,"['zomatocare', 'VishalPatil8680']","Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0
79,2019-06-04 20:52:20,0,5,38,,0,ankita37503256,1136012835216142336,2497924880,['zomatocare'],"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
80,2019-06-04 20:51:26,0,42,75,Is still delivering half eaten parcels,0,abhishek_marye,1136012606248873984,719455488589430784,['ZomatoIN'],"Sentiment(polarity=-0.16666666666666666, subjectivity=0.16666666666666666)",-0.16666666666666666,0.16666666666666666
81,2019-06-04 20:48:53,0,5,38,Got call zomato even disconneted without let complete worst customer service ever ever Very egostic agent really need educated agents,0,ankita37503256,1136011966948921344,2497924880,[],"Sentiment(polarity=-0.12499999999999999, subjectivity=0.475)",-0.12499999999999999,0.475
82,2019-06-04 20:48:40,0,262,274,hats-off org A bold futuristic move None company guts actually bring …,0,bhoirvaibhavb,1136011913048055809,4449683235,"['IndiaMRARaja', 'ZomatoIN']","Sentiment(polarity=0.16666666666666666, subjectivity=0.3833333333333333)",0.16666666666666666,0.3833333333333333
83,2019-06-04 20:48:34,0,50,229,may water definitely nice,0,openly_speak,1136011887852736512,799894390596509696,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
84,2019-06-04 20:47:50,0,330,745,may water definitely nice,0,aravindbryant,1136011702707736576,205538979,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
85,2019-06-04 20:47:30,0,9,54,Thank acknowledgement Waiting hear back guys,0,Narsingh_Pal,1136011617727012864,3022166215,['zomatocare'],"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
86,2019-06-04 20:46:28,0,73,386,I know right They already third party delivering food Now comes th party 🤷‍️,0,SiddharthSarker,1136011358317686784,1025846413,"['AnshumanShastri', 'ZomatoIN']","Sentiment(polarity=0.14285714285714285, subjectivity=0.26785714285714285)",0.14285714285714285,0.26785714285714285
87,2019-06-04 20:46:23,0,46,210,order status delivered mins n't get order waiting mins reply side give priority gold members atleast,0,sidharth6323,1136011336524095488,753617411375366144,['zomatocare'],"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
88,2019-06-04 20:45:26,0,5,38,What wonderful service I waited hour got call able deliver food ask refund coz need order agree pay back Text many times reply Wort service ever,0,ankita37503256,1136011099155849216,2497924880,"['Zomato', 'zomatocare', 'ZomatoIN']","Sentiment(polarity=0.5, subjectivity=0.53125)",0.5,0.53125
89,2019-06-04 20:43:31,0,9,18,order,0,pawankishor007,1136010616311824385,270972578,"['Zomato', 'ZomatoIN', 'zomatocare', 'TOIIndiaNews', 'IndiaToday']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
90,2019-06-04 20:43:16,0,56,234,may water definitely nice,0,smart_chora,1136010552285622272,3184407594,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
91,2019-06-04 20:41:46,0,214,629,may water definitely nice,0,gautghai,1136010175209512960,54228459,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
92,2019-06-04 20:41:00,0,9,18,apparently Zomato 's cx service believe damaged cake automatically got fixed,0,pawankishor007,1136009982456029187,270972578,"['Zomato', 'ZomatoIN', 'zomatocare', 'TOIIndiaNews', 'IndiaToday']","Sentiment(polarity=0.07500000000000001, subjectivity=0.275)",0.07500000000000001,0.275
93,2019-06-04 20:40:02,0,20,159,may water definitely nice,0,HritikSingh07,1136009738968109056,968169464918368256,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
94,2019-06-04 20:39:06,0,298,466,may water definitely nice,0,Divzee_,1136009505391595520,125014878,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
95,2019-06-04 20:38:04,0,15,41,may water definitely nice,0,maniveyron,1136009242769420288,846923947845156864,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
96,2019-06-04 20:35:10,0,3,121,Really never eected giant company,0,Sanchitrocks2,1136008513983959040,1264249140,"['ZomatoIN', 'Zomato', 'zomatocare']","Sentiment(polarity=-0.05, subjectivity=0.6)",-0.05,0.6
97,2019-06-04 20:34:44,0,13,74,I still waiting mail response,0,amitseth21,1136008404068028416,3298216598,"['zomatocare', 'deepigoyal', 'zomatocare', 'Zomato', 'ZomatoIN']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
98,2019-06-04 20:34:44,0,13,74,I still waiting mail response,0,amitseth21,1136008404068028416,3298216598,"['zomatocare', 'deepigoyal', 'zomatocare', 'Zomato', 'ZomatoIN']","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
99,2019-06-04 20:34:05,0,425,1317,may water definitely nice,0,Yasir765189,1136008243514421249,915401064727298048,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
100,2019-06-04 20:34:05,0,425,1317,may water definitely nice,0,Yasir765189,1136008243514421249,915401064727298048,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
101,2019-06-04 20:33:58,0,19,29,may water definitely nice,0,Smripandey,1136008211637522432,1550871433,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
102,2019-06-04 20:33:48,0,147,190,`` Please offer ALL delivery '' best part post.. kudos .. love initiatives.. keep up.. l order food,0,AbhikGhosh3,1136008169417773058,482266380,"['ZomatoIN', 'ZomatoIN']","Sentiment(polarity=0.75, subjectivity=0.44999999999999996)",0.75,0.44999999999999996
103,2019-06-04 20:33:04,0,257,567,may water definitely nice,0,PrabalMuttoo,1136007986839719936,46335239,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
104,2019-06-04 20:32:01,0,521,204,Reaching customer support working PS My refund due order done days back,0,SrijanM,1136007722149613569,204258159,"['Zomato', 'ZomatoIN', 'zomatocare']","Sentiment(polarity=-0.0625, subjectivity=0.1875)",-0.0625,0.1875
105,2019-06-04 20:28:41,0,121,284,may water definitely nice,0,blue_kitkat09,1136006882026491905,4078620732,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
106,2019-06-04 20:27:52,0,2,84,Shame zomato ... .A couple days back I placed complaint zomato food another high priced product ... ..and talking politely flagged account suspicios activity How justifiable,1,HarshitKhaitan2,1136006678187454464,1005783191888654336,['zomatocare'],"Sentiment(polarity=-0.04666666666666666, subjectivity=0.24666666666666667)",-0.04666666666666666,0.24666666666666667
107,2019-06-04 20:24:56,0,24,621,Eect response,0,AayushC1810,1136005938966540288,1090618672262070273,['zomatocare'],"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
108,2019-06-04 20:23:08,0,470,257,One rare Indian companies introduce policy endorses importance family time Policy also applies to…,0,Anthonydesusa,1136005484400431104,897436582130589697,['TheAmitLakhani'],"Sentiment(polarity=0.3, subjectivity=0.9)",0.3,0.9
109,2019-06-04 20:20:14,0,640,205,hats-off org A bold futuristic move None company guts actually bring …,0,AMBAbsolute,1136004756579737600,947423877277171712,"['IndiaMRARaja', 'ZomatoIN']","Sentiment(polarity=0.16666666666666666, subjectivity=0.3833333333333333)",0.16666666666666666,0.3833333333333333
110,2019-06-04 20:19:31,0,14,81,I ordered food Dosti-ei-Mehfil restaurant And delivered worst quality food I ordered Paneer Noodles eating little bit friends health condition going bad responsible,0,the_vaibhvv,1136004577608658945,764096302514831360,"['ZomatoIN', 'zomatocare', 'deepigoyal', 'pankajchaddah']","Sentiment(polarity=-0.42187499999999994, subjectivity=0.6791666666666667)",-0.42187499999999994,0.6791666666666667
111,2019-06-04 20:19:13,0,19831,2025,Vikas This kind service aim provide We sorry inconvenience bear Request meet us DM discuss better make disappointment ^Aishwarya,0,SwiggyCares,1136004500546703360,3286336254,"['xvikas98', 'swiggy_in', 'ZomatoIN']","Sentiment(polarity=0.0, subjectivity=0.7)",0.0,0.7
112,2019-06-04 20:17:44,0,2,14,Reply tweet food picture best describes city Let 's see got 🧐,0,sarthak_duel,1136004127761113088,4674343340,['ZomatoIN'],"Sentiment(polarity=1.0, subjectivity=0.3)",1.0,0.3
113,2019-06-04 20:16:25,0,124,255,may water definitely nice,0,gs_dhaka,1136003797136957441,794352552,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
114,2019-06-04 20:16:03,0,89,112,may water definitely nice,0,Son_0F_Abraham,1136003701779255296,163093110,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
115,2019-06-04 20:14:30,0,349,340,may water definitely nice,0,InkLess_since88,1136003315408367616,119405927,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
116,2019-06-04 20:12:55,0,293,155,hats-off org A bold futuristic move None company guts actually bring …,0,Mynation13,1136002915250786304,1075376311667814400,"['IndiaMRARaja', 'ZomatoIN']","Sentiment(polarity=0.16666666666666666, subjectivity=0.3833333333333333)",0.16666666666666666,0.3833333333333333
117,2019-06-04 20:12:23,0,24,621,us order number I know reply would I get guys Anyways let 's see get something different,0,AayushC1810,1136002782488539136,1090618672262070273,['zomatocare'],"Sentiment(polarity=0.0, subjectivity=0.6)",0.0,0.6
118,2019-06-04 20:11:17,0,11,34,worst customer service I ever eerienced .You guys took money n't want credit seriously Switching,0,realaartis,1136002504854867968,712297401764040704,"['ZomatoIN', 'Zomato']","Sentiment(polarity=-0.6666666666666666, subjectivity=0.8333333333333333)",-0.6666666666666666,0.8333333333333333
119,2019-06-04 20:11:07,0,239,653,may water definitely nice,0,rishabh474,1136002460961533952,2655951428,['ZomatoIN'],"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
